capability_id,category,current_status,what_is_it_ru,why_needed_ru,agent_usage_ru,plus_ru,minus_risk_ru,install_needed,platform_profile_pc_windows,platform_profile_ubuntu_vm3,platform_profile_cross_platform,platform_profile_unknown_notes,install_command_candidate,detect_command,validation_command,stress_test_candidate,receipt_required,recommendation,owner_decision,approved_for_install_wave_001,notes_for_owner_ru
DATABASES_TASK_EVIDENCE_STORE,DATABASES,CANDIDATE,task evidence store: Mass intake candidate for task evidence store in DATABASES.,Mass intake seed for DATABASES.,"Можно включать в scope как candidate context, но не активировать без SANDBOX admission. Локальный агент может планировать/документировать, но не исполнять.",Повышает повторяемость задач. Разрешенные use-case: Capability cataloging and validation planning; Scoped candidate execution after explicit admission gate. Статус сейчас: CANDIDATE.,Candidate-only until validation receipts and trust checks exist. Forbidden: Claiming CANON without validation receipt evidence; Using capability outside bounded task scope Требует owner gate на установку.,True,DETECT_ONLY_NOW; install only after Owner approval wave.,NOT_TESTED_IN_THIS_TASK; VM3 profile intentionally not touched.,UNKNOWN,No installs executed. Detection and planning only.,TO_DEFINE_BY_OWNER_INSTALL_GATE,TO_DEFINE_DETECT_COMMAND,validate:databases-task-evidence-store,"Manual stress candidate: run detect_command and validation_command 3x, then compare receipt names and verdict stability.",databases-task-evidence-store_validation_receipt.json,keep_candidate,pending,False,source_type=database; install_gate=GATE-ARSENAL-EXTERNAL-INSTALL-ADMISSION; reserved=false.
CAP-EXAMPLE-LOCAL-HTTP-DASHBOARD-SERVER,EXAMPLES,SANDBOX,local HTTP dashboard server pattern: Bounded local server pattern for dashboard smoke checks.,Supports repeatable local evidence capture loops.,Разрешено только в sandbox-контуре с явной валидационной receipt. Локальный агент может запускать только в экспериментальном контуре.,Повышает повторяемость задач. Разрешенные use-case: Bounded task execution under Mechanicus policy; Evidence-backed validation and report generation. Статус сейчас: SANDBOX.,Pattern is local-only and scenario-specific. Forbidden: Production-ready claim without receipts; Out-of-scope or unbounded execution,False,READY_FOR_SCOPE_USAGE_WITH_RECEIPT_DISCIPLINE.,NOT_TESTED_IN_THIS_TASK; VM3 profile intentionally not touched.,LIKELY_CROSS_PLATFORM_CONTEXT,No installs executed. Detection and planning only.,,"python -c ""from pathlib import Path; p=Path(r'IMPERIUM_NEW_GENERATION/MECHANICUS/ARSENAL/CATEGORIES/EXAMPLES/CAP-EXAMPLE-LOCAL-HTTP-DASHBOARD-SERVER.json'); print(p.exists()); raise SystemExit(0 if p.exists() else 2)""",validate:cap-example-local-http-dashboard-server,"Manual stress candidate: run detect_command and validation_command 3x, then compare receipt names and verdict stability.",cap-example-local-http-dashboard-server_receipt.json,canon_later,pending,False,source_type=practice; install_gate=GATE-U15-OPERATIONALITY-IMPACT; reserved=false.
EXAMPLES_CAPABILITY_SCOPE_EXAMPLE,EXAMPLES,CANDIDATE,capability scope example: Mass intake candidate for capability scope example in EXAMPLES.,Mass intake seed for EXAMPLES.,"Можно включать в scope как candidate context, но не активировать без SANDBOX admission. Локальный агент может планировать/документировать, но не исполнять.",Повышает повторяемость задач. Разрешенные use-case: Capability cataloging and validation planning; Scoped candidate execution after explicit admission gate. Статус сейчас: CANDIDATE.,Candidate-only until validation receipts and trust checks exist. Forbidden: Claiming CANON without validation receipt evidence; Using capability outside bounded task scope,False,READY_FOR_SCOPE_USAGE_WITH_RECEIPT_DISCIPLINE.,NOT_TESTED_IN_THIS_TASK; VM3 profile intentionally not touched.,LIKELY_CROSS_PLATFORM_CONTEXT,No installs executed. Detection and planning only.,,"python -c ""from pathlib import Path; p=Path(r'IMPERIUM_NEW_GENERATION/MECHANICUS/ARSENAL/CATEGORIES/EXAMPLES/EXAMPLES_CAPABILITY_SCOPE_EXAMPLE/capability_card.json'); print(p.exists()); raise SystemExit(0 if p.exists() else 2)""",validate:examples-capability-scope-example,"Manual stress candidate: run detect_command and validation_command 3x, then compare receipt names and verdict stability.",examples-capability-scope-example_validation_receipt.json,sandbox,pending,False,source_type=practice; install_gate=GATE-U09-NO-FAKE-GREEN; reserved=false.
EXAMPLES_EVIDENCE_REPORT_EXAMPLE,EXAMPLES,CANDIDATE,evidence report example: Mass intake candidate for evidence report example in EXAMPLES.,Mass intake seed for EXAMPLES.,"Можно включать в scope как candidate context, но не активировать без SANDBOX admission. Локальный агент может планировать/документировать, но не исполнять.",Повышает повторяемость задач. Разрешенные use-case: Capability cataloging and validation planning; Scoped candidate execution after explicit admission gate. Статус сейчас: CANDIDATE.,Candidate-only until validation receipts and trust checks exist. Forbidden: Claiming CANON without validation receipt evidence; Using capability outside bounded task scope,False,READY_FOR_SCOPE_USAGE_WITH_RECEIPT_DISCIPLINE.,NOT_TESTED_IN_THIS_TASK; VM3 profile intentionally not touched.,LIKELY_CROSS_PLATFORM_CONTEXT,No installs executed. Detection and planning only.,,"python -c ""from pathlib import Path; p=Path(r'IMPERIUM_NEW_GENERATION/MECHANICUS/ARSENAL/CATEGORIES/EXAMPLES/EXAMPLES_EVIDENCE_REPORT_EXAMPLE/capability_card.json'); print(p.exists()); raise SystemExit(0 if p.exists() else 2)""",validate:examples-evidence-report-example,"Manual stress candidate: run detect_command and validation_command 3x, then compare receipt names and verdict stability.",examples-evidence-report-example_validation_receipt.json,sandbox,pending,False,source_type=practice; install_gate=GATE-U09-NO-FAKE-GREEN; reserved=false.
EXAMPLES_INQUISITION_HYGIENE_SCAN_EXAMPLE,EXAMPLES,CANDIDATE,Inquisition hygiene scan example: Mass intake candidate for Inquisition hygiene scan example in EXAMPLES.,Mass intake seed for EXAMPLES.,"Можно включать в scope как candidate context, но не активировать без SANDBOX admission. Локальный агент может планировать/документировать, но не исполнять.",Повышает повторяемость задач. Разрешенные use-case: Capability cataloging and validation planning; Scoped candidate execution after explicit admission gate. Статус сейчас: CANDIDATE.,Candidate-only until validation receipts and trust checks exist. Forbidden: Claiming CANON without validation receipt evidence; Using capability outside bounded task scope,False,READY_FOR_SCOPE_USAGE_WITH_RECEIPT_DISCIPLINE.,NOT_TESTED_IN_THIS_TASK; VM3 profile intentionally not touched.,LIKELY_CROSS_PLATFORM_CONTEXT,No installs executed. Detection and planning only.,,"python -c ""from pathlib import Path; p=Path(r'IMPERIUM_NEW_GENERATION/MECHANICUS/ARSENAL/CATEGORIES/EXAMPLES/EXAMPLES_INQUISITION_HYGIENE_SCAN_EXAMPLE/capability_card.json'); print(p.exists()); raise SystemExit(0 if p.exists() else 2)""",validate:examples-inquisition-hygiene-scan-example,"Manual stress candidate: run detect_command and validation_command 3x, then compare receipt names and verdict stability.",examples-inquisition-hygiene-scan-example_validation_receipt.json,sandbox,pending,False,source_type=practice; install_gate=GATE-U09-NO-FAKE-GREEN; reserved=false.
EXAMPLES_MECHANICUS_TOOL_INTAKE_EXAMPLE,EXAMPLES,CANDIDATE,Mechanicus tool intake example: Mass intake candidate for Mechanicus tool intake example in EXAMPLES.,Mass intake seed for EXAMPLES.,"Можно включать в scope как candidate context, но не активировать без SANDBOX admission. Локальный агент может планировать/документировать, но не исполнять.",Повышает повторяемость задач. Разрешенные use-case: Capability cataloging and validation planning; Scoped candidate execution after explicit admission gate. Статус сейчас: CANDIDATE.,Candidate-only until validation receipts and trust checks exist. Forbidden: Claiming CANON without validation receipt evidence; Using capability outside bounded task scope,False,READY_FOR_SCOPE_USAGE_WITH_RECEIPT_DISCIPLINE.,NOT_TESTED_IN_THIS_TASK; VM3 profile intentionally not touched.,LIKELY_CROSS_PLATFORM_CONTEXT,No installs executed. Detection and planning only.,,"python -c ""from pathlib import Path; p=Path(r'IMPERIUM_NEW_GENERATION/MECHANICUS/ARSENAL/CATEGORIES/EXAMPLES/EXAMPLES_MECHANICUS_TOOL_INTAKE_EXAMPLE/capability_card.json'); print(p.exists()); raise SystemExit(0 if p.exists() else 2)""",validate:examples-mechanicus-tool-intake-example,"Manual stress candidate: run detect_command and validation_command 3x, then compare receipt names and verdict stability.",examples-mechanicus-tool-intake-example_validation_receipt.json,sandbox,pending,False,source_type=practice; install_gate=GATE-U09-NO-FAKE-GREEN; reserved=false.
EXAMPLES_ORGAN_CONSOLE_EXAMPLE,EXAMPLES,CANDIDATE,organ console example: Mass intake candidate for organ console example in EXAMPLES.,Mass intake seed for EXAMPLES.,"Можно включать в scope как candidate context, но не активировать без SANDBOX admission. Локальный агент может планировать/документировать, но не исполнять.",Повышает повторяемость задач. Разрешенные use-case: Capability cataloging and validation planning; Scoped candidate execution after explicit admission gate. Статус сейчас: CANDIDATE.,Candidate-only until validation receipts and trust checks exist. Forbidden: Claiming CANON without validation receipt evidence; Using capability outside bounded task scope,False,READY_FOR_SCOPE_USAGE_WITH_RECEIPT_DISCIPLINE.,NOT_TESTED_IN_THIS_TASK; VM3 profile intentionally not touched.,LIKELY_CROSS_PLATFORM_CONTEXT,No installs executed. Detection and planning only.,,"python -c ""from pathlib import Path; p=Path(r'IMPERIUM_NEW_GENERATION/MECHANICUS/ARSENAL/CATEGORIES/EXAMPLES/EXAMPLES_ORGAN_CONSOLE_EXAMPLE/capability_card.json'); print(p.exists()); raise SystemExit(0 if p.exists() else 2)""",validate:examples-organ-console-example,"Manual stress candidate: run detect_command and validation_command 3x, then compare receipt names and verdict stability.",examples-organ-console-example_validation_receipt.json,sandbox,pending,False,source_type=practice; install_gate=GATE-U09-NO-FAKE-GREEN; reserved=false.
EXAMPLES_OWNER_DECISION_QUEUE_EXAMPLE,EXAMPLES,CANDIDATE,Owner Decision Queue example: Mass intake candidate for Owner Decision Queue example in EXAMPLES.,Mass intake seed for EXAMPLES.,"Можно включать в scope как candidate context, но не активировать без SANDBOX admission. Локальный агент может планировать/документировать, но не исполнять.",Повышает повторяемость задач. Разрешенные use-case: Capability cataloging and validation planning; Scoped candidate execution after explicit admission gate. Статус сейчас: CANDIDATE.,Candidate-only until validation receipts and trust checks exist. Forbidden: Claiming CANON without validation receipt evidence; Using capability outside bounded task scope,False,READY_FOR_SCOPE_USAGE_WITH_RECEIPT_DISCIPLINE.,NOT_TESTED_IN_THIS_TASK; VM3 profile intentionally not touched.,LIKELY_CROSS_PLATFORM_CONTEXT,No installs executed. Detection and planning only.,,"python -c ""from pathlib import Path; p=Path(r'IMPERIUM_NEW_GENERATION/MECHANICUS/ARSENAL/CATEGORIES/EXAMPLES/EXAMPLES_OWNER_DECISION_QUEUE_EXAMPLE/capability_card.json'); print(p.exists()); raise SystemExit(0 if p.exists() else 2)""",validate:examples-owner-decision-queue-example,"Manual stress candidate: run detect_command and validation_command 3x, then compare receipt names and verdict stability.",examples-owner-decision-queue-example_validation_receipt.json,sandbox,pending,False,source_type=practice; install_gate=GATE-U09-NO-FAKE-GREEN; reserved=false.
EXAMPLES_TASKPACK_EXAMPLE,EXAMPLES,CANDIDATE,taskpack example: Mass intake candidate for taskpack example in EXAMPLES.,Mass intake seed for EXAMPLES.,"Можно включать в scope как candidate context, но не активировать без SANDBOX admission. Локальный агент может планировать/документировать, но не исполнять.",Повышает повторяемость задач. Разрешенные use-case: Capability cataloging and validation planning; Scoped candidate execution after explicit admission gate. Статус сейчас: CANDIDATE.,Candidate-only until validation receipts and trust checks exist. Forbidden: Claiming CANON without validation receipt evidence; Using capability outside bounded task scope,False,READY_FOR_SCOPE_USAGE_WITH_RECEIPT_DISCIPLINE.,NOT_TESTED_IN_THIS_TASK; VM3 profile intentionally not touched.,LIKELY_CROSS_PLATFORM_CONTEXT,No installs executed. Detection and planning only.,,"python -c ""from pathlib import Path; p=Path(r'IMPERIUM_NEW_GENERATION/MECHANICUS/ARSENAL/CATEGORIES/EXAMPLES/EXAMPLES_TASKPACK_EXAMPLE/capability_card.json'); print(p.exists()); raise SystemExit(0 if p.exists() else 2)""",validate:examples-taskpack-example,"Manual stress candidate: run detect_command and validation_command 3x, then compare receipt names and verdict stability.",examples-taskpack-example_validation_receipt.json,sandbox,pending,False,source_type=practice; install_gate=GATE-U09-NO-FAKE-GREEN; reserved=false.
EXAMPLES_VISUAL_GATE_EXAMPLE,EXAMPLES,CANDIDATE,visual gate example: Mass intake candidate for visual gate example in EXAMPLES.,Mass intake seed for EXAMPLES.,"Можно включать в scope как candidate context, но не активировать без SANDBOX admission. Локальный агент может планировать/документировать, но не исполнять.",Повышает повторяемость задач. Разрешенные use-case: Capability cataloging and validation planning; Scoped candidate execution after explicit admission gate. Статус сейчас: CANDIDATE.,Candidate-only until validation receipts and trust checks exist. Forbidden: Claiming CANON without validation receipt evidence; Using capability outside bounded task scope,False,READY_FOR_SCOPE_USAGE_WITH_RECEIPT_DISCIPLINE.,NOT_TESTED_IN_THIS_TASK; VM3 profile intentionally not touched.,LIKELY_CROSS_PLATFORM_CONTEXT,No installs executed. Detection and planning only.,,"python -c ""from pathlib import Path; p=Path(r'IMPERIUM_NEW_GENERATION/MECHANICUS/ARSENAL/CATEGORIES/EXAMPLES/EXAMPLES_VISUAL_GATE_EXAMPLE/capability_card.json'); print(p.exists()); raise SystemExit(0 if p.exists() else 2)""",validate:examples-visual-gate-example,"Manual stress candidate: run detect_command and validation_command 3x, then compare receipt names and verdict stability.",examples-visual-gate-example_validation_receipt.json,sandbox,pending,False,source_type=practice; install_gate=GATE-U09-NO-FAKE-GREEN; reserved=false.
CAP-LANG-PYTHON312-RUNTIME,LANGUAGES,SANDBOX,Python 3.12 runtime: Default runtime for NewGen scripts and validators.,Reduces scripting baseline drift across tasks.,Разрешено только в sandbox-контуре с явной валидационной receipt. Локальный агент может запускать только в экспериментальном контуре.,Повышает повторяемость задач. Разрешенные use-case: Bounded task execution under Mechanicus policy; Evidence-backed validation and report generation. Статус сейчас: SANDBOX.,Version drift remains possible across hosts. Forbidden: Production-ready claim without receipts; Out-of-scope or unbounded execution,False,READY_FOR_SCOPE_USAGE_WITH_RECEIPT_DISCIPLINE.,NOT_TESTED_IN_THIS_TASK; VM3 profile intentionally not touched.,TO_VERIFY_PER_PLATFORM_PROFILE,No installs executed. Detection and planning only.,,python --version,validate:cap-lang-python312-runtime,"Manual stress candidate: run detect_command and validation_command 3x, then compare receipt names and verdict stability.",cap-lang-python312-runtime_receipt.json,canon_later,pending,False,source_type=external_tool; install_gate=GATE-ARSENAL-HOST-RUNTIME-VERIFY; reserved=false.
LANGUAGES_GO,LANGUAGES,CANDIDATE,Go: Mass intake candidate for Go in LANGUAGES.,Mass intake seed for LANGUAGES.,"Можно включать в scope как candidate context, но не активировать без SANDBOX admission. Локальный агент может планировать/документировать, но не исполнять.",Повышает повторяемость задач. Разрешенные use-case: Capability cataloging and validation planning; Scoped candidate execution after explicit admission gate. Статус сейчас: CANDIDATE.,Candidate-only until validation receipts and trust checks exist. Forbidden: Claiming CANON without validation receipt evidence; Using capability outside bounded task scope Требует owner gate на установку.,True,DETECT_ONLY_NOW; install only after Owner approval wave.,NOT_TESTED_IN_THIS_TASK; VM3 profile intentionally not touched.,TO_VERIFY_PER_PLATFORM_PROFILE,No installs executed. Detection and planning only.,TO_DEFINE_BY_OWNER_INSTALL_GATE,TO_DEFINE_DETECT_COMMAND,validate:languages-go,"Manual stress candidate: run detect_command and validation_command 3x, then compare receipt names and verdict stability.",languages-go_validation_receipt.json,keep_candidate,pending,False,source_type=external_tool; install_gate=GATE-ARSENAL-EXTERNAL-INSTALL-ADMISSION; reserved=false.
LANGUAGES_HTML_CSS,LANGUAGES,CANDIDATE,HTML/CSS: Mass intake candidate for HTML/CSS in LANGUAGES.,Mass intake seed for LANGUAGES.,"Можно включать в scope как candidate context, но не активировать без SANDBOX admission. Локальный агент может планировать/документировать, но не исполнять.",Повышает повторяемость задач. Разрешенные use-case: Capability cataloging and validation planning; Scoped candidate execution after explicit admission gate. Статус сейчас: CANDIDATE.,Candidate-only until validation receipts and trust checks exist. Forbidden: Claiming CANON without validation receipt evidence; Using capability outside bounded task scope,False,READY_FOR_SCOPE_USAGE_WITH_RECEIPT_DISCIPLINE.,NOT_TESTED_IN_THIS_TASK; VM3 profile intentionally not touched.,TO_VERIFY_PER_PLATFORM_PROFILE,No installs executed. Detection and planning only.,,TO_DEFINE_DETECT_COMMAND,validate:languages-html-css,"Manual stress candidate: run detect_command and validation_command 3x, then compare receipt names and verdict stability.",languages-html-css_validation_receipt.json,sandbox,pending,False,source_type=external_tool; install_gate=GATE-U09-NO-FAKE-GREEN; reserved=false.
LANGUAGES_JAVASCRIPT,LANGUAGES,CANDIDATE,JavaScript: Mass intake candidate for JavaScript in LANGUAGES.,Mass intake seed for LANGUAGES.,"Можно включать в scope как candidate context, но не активировать без SANDBOX admission. Локальный агент может планировать/документировать, но не исполнять.",Повышает повторяемость задач. Разрешенные use-case: Capability cataloging and validation planning; Scoped candidate execution after explicit admission gate. Статус сейчас: CANDIDATE.,Candidate-only until validation receipts and trust checks exist. Forbidden: Claiming CANON without validation receipt evidence; Using capability outside bounded task scope Требует owner gate на установку.,True,DETECT_ONLY_NOW; install only after Owner approval wave.,NOT_TESTED_IN_THIS_TASK; VM3 profile intentionally not touched.,TO_VERIFY_PER_PLATFORM_PROFILE,No installs executed. Detection and planning only.,TO_DEFINE_BY_OWNER_INSTALL_GATE,TO_DEFINE_DETECT_COMMAND,validate:languages-javascript,"Manual stress candidate: run detect_command and validation_command 3x, then compare receipt names and verdict stability.",languages-javascript_validation_receipt.json,keep_candidate,pending,False,source_type=external_tool; install_gate=GATE-ARSENAL-EXTERNAL-INSTALL-ADMISSION; reserved=false.
LANGUAGES_POWERSHELL,LANGUAGES,SANDBOX,PowerShell: Mass intake candidate for PowerShell in LANGUAGES.,Mass intake seed for LANGUAGES.,"Можно включать в scope как candidate context, но не активировать без SANDBOX admission. Локальный агент может планировать/документировать, но не исполнять.",Повышает повторяемость задач. Разрешенные use-case: Capability cataloging and validation planning; Scoped candidate execution after explicit admission gate. Статус сейчас: SANDBOX.,Candidate-only until validation receipts and trust checks exist. Forbidden: Claiming CANON without validation receipt evidence; Using capability outside bounded task scope,False,READY_FOR_SCOPE_USAGE_WITH_RECEIPT_DISCIPLINE.,NOT_TESTED_IN_THIS_TASK; VM3 profile intentionally not touched.,TO_VERIFY_PER_PLATFORM_PROFILE,No installs executed. Detection and planning only.,,"powershell -NoProfile -Command ""'alpha' | Select-String -Pattern 'alp' | ForEach-Object { $_.Matches.Count }""",validate:languages-powershell,"Manual stress candidate: run detect_command and validation_command 3x, then compare receipt names and verdict stability.",languages-powershell_validation_receipt.json,sandbox,pending,False,source_type=external_tool; install_gate=GATE-U09-NO-FAKE-GREEN; reserved=false.
LANGUAGES_PYTHON_312_RUNTIME,LANGUAGES,SANDBOX,Python 3.12 runtime: Mass intake candidate for Python 3.12 runtime in LANGUAGES.,Mass intake seed for LANGUAGES.,"Можно включать в scope как candidate context, но не активировать без SANDBOX admission. Локальный агент может планировать/документировать, но не исполнять.",Повышает повторяемость задач. Разрешенные use-case: Capability cataloging and validation planning; Scoped candidate execution after explicit admission gate. Статус сейчас: SANDBOX.,Candidate-only until validation receipts and trust checks exist. Forbidden: Claiming CANON without validation receipt evidence; Using capability outside bounded task scope Требует owner gate на установку.,True,DETECT_ONLY_NOW; install only after Owner approval wave.,NOT_TESTED_IN_THIS_TASK; VM3 profile intentionally not touched.,TO_VERIFY_PER_PLATFORM_PROFILE,No installs executed. Detection and planning only.,TO_DEFINE_BY_OWNER_INSTALL_GATE,python --version,validate:languages-python-312-runtime,"Manual stress candidate: run detect_command and validation_command 3x, then compare receipt names and verdict stability.",languages-python-312-runtime_validation_receipt.json,sandbox,pending,False,source_type=external_tool; install_gate=GATE-ARSENAL-EXTERNAL-INSTALL-ADMISSION; reserved=false.
LANGUAGES_RUST,LANGUAGES,CANDIDATE,Rust: Mass intake candidate for Rust in LANGUAGES.,Mass intake seed for LANGUAGES.,"Можно включать в scope как candidate context, но не активировать без SANDBOX admission. Локальный агент может планировать/документировать, но не исполнять.",Повышает повторяемость задач. Разрешенные use-case: Capability cataloging and validation planning; Scoped candidate execution after explicit admission gate. Статус сейчас: CANDIDATE.,Candidate-only until validation receipts and trust checks exist. Forbidden: Claiming CANON without validation receipt evidence; Using capability outside bounded task scope Требует owner gate на установку.,True,DETECT_ONLY_NOW; install only after Owner approval wave.,NOT_TESTED_IN_THIS_TASK; VM3 profile intentionally not touched.,TO_VERIFY_PER_PLATFORM_PROFILE,No installs executed. Detection and planning only.,TO_DEFINE_BY_OWNER_INSTALL_GATE,TO_DEFINE_DETECT_COMMAND,validate:languages-rust,"Manual stress candidate: run detect_command and validation_command 3x, then compare receipt names and verdict stability.",languages-rust_validation_receipt.json,keep_candidate,pending,False,source_type=external_tool; install_gate=GATE-ARSENAL-EXTERNAL-INSTALL-ADMISSION; reserved=false.
LANGUAGES_SQL,LANGUAGES,CANDIDATE,SQL: Mass intake candidate for SQL in LANGUAGES.,Mass intake seed for LANGUAGES.,"Можно включать в scope как candidate context, но не активировать без SANDBOX admission. Локальный агент может планировать/документировать, но не исполнять.",Повышает повторяемость задач. Разрешенные use-case: Capability cataloging and validation planning; Scoped candidate execution after explicit admission gate. Статус сейчас: CANDIDATE.,Candidate-only until validation receipts and trust checks exist. Forbidden: Claiming CANON without validation receipt evidence; Using capability outside bounded task scope,False,READY_FOR_SCOPE_USAGE_WITH_RECEIPT_DISCIPLINE.,NOT_TESTED_IN_THIS_TASK; VM3 profile intentionally not touched.,TO_VERIFY_PER_PLATFORM_PROFILE,No installs executed. Detection and planning only.,,TO_DEFINE_DETECT_COMMAND,validate:languages-sql,"Manual stress candidate: run detect_command and validation_command 3x, then compare receipt names and verdict stability.",languages-sql_validation_receipt.json,sandbox,pending,False,source_type=external_tool; install_gate=GATE-U09-NO-FAKE-GREEN; reserved=false.
LANGUAGES_TYPESCRIPT,LANGUAGES,CANDIDATE,TypeScript: Mass intake candidate for TypeScript in LANGUAGES.,Mass intake seed for LANGUAGES.,"Можно включать в scope как candidate context, но не активировать без SANDBOX admission. Локальный агент может планировать/документировать, но не исполнять.",Повышает повторяемость задач. Разрешенные use-case: Capability cataloging and validation planning; Scoped candidate execution after explicit admission gate. Статус сейчас: CANDIDATE.,Candidate-only until validation receipts and trust checks exist. Forbidden: Claiming CANON without validation receipt evidence; Using capability outside bounded task scope Требует owner gate на установку.,True,DETECT_ONLY_NOW; install only after Owner approval wave.,NOT_TESTED_IN_THIS_TASK; VM3 profile intentionally not touched.,TO_VERIFY_PER_PLATFORM_PROFILE,No installs executed. Detection and planning only.,npm install -D typescript,npx tsc --version,validate:languages-typescript,"Manual stress candidate: run detect_command and validation_command 3x, then compare receipt names and verdict stability.",languages-typescript_validation_receipt.json,keep_candidate,pending,False,source_type=external_tool; install_gate=GATE-ARSENAL-EXTERNAL-INSTALL-ADMISSION; reserved=false.
LOCAL_LLM_LLAMACPP_RESERVED_CANDIDATE,LOCAL_LLM,CANDIDATE,llama.cpp reserved candidate: Mass intake candidate for llama.cpp reserved candidate in LOCAL_LLM.,Mass intake seed for LOCAL_LLM.,Исполнение запрещено до решения Owner и отдельного policy/gatepack. Только описание/планирование; execution запрещен.,Повышает повторяемость задач. Разрешенные use-case: Capability cataloging and validation planning; Scoped candidate execution after explicit admission gate. Статус сейчас: CANDIDATE.,RESERVED/CANDIDATE_ONLY in this task; no deep integration permitted. Forbidden: Claiming CANON without validation receipt evidence; Using capability outside bounded task scope Требует owner gate на установку.,True,DEFERRED_POLICY_LANE; no activation in this task.,FORBIDDEN_IN_THIS_TASK; VM3/Ubuntu untouched by contract.,NOT_EVALUATED_FOR_THIS_TASK,Reserved lane requires separate Owner gate before any runtime action.,TO_DEFINE_BY_OWNER_INSTALL_GATE,TO_DEFINE_DETECT_COMMAND,validate:local-llm-llamacpp-reserved-candidate,"Manual stress candidate: run detect_command and validation_command 3x, then compare receipt names and verdict stability.",local-llm-llamacpp-reserved-candidate_validation_receipt.json,defer,pending,False,source_type=adapter; install_gate=GATE-ARSENAL-EXTERNAL-INSTALL-ADMISSION; reserved=true.
LOCAL_LLM_LM_STUDIO_RESERVED_CANDIDATE,LOCAL_LLM,CANDIDATE,LM Studio reserved candidate: Mass intake candidate for LM Studio reserved candidate in LOCAL_LLM.,Mass intake seed for LOCAL_LLM.,Исполнение запрещено до решения Owner и отдельного policy/gatepack. Только описание/планирование; execution запрещен.,Повышает повторяемость задач. Разрешенные use-case: Capability cataloging and validation planning; Scoped candidate execution after explicit admission gate. Статус сейчас: CANDIDATE.,RESERVED/CANDIDATE_ONLY in this task; no deep integration permitted. Forbidden: Claiming CANON without validation receipt evidence; Using capability outside bounded task scope Требует owner gate на установку.,True,DEFERRED_POLICY_LANE; no activation in this task.,FORBIDDEN_IN_THIS_TASK; VM3/Ubuntu untouched by contract.,NOT_EVALUATED_FOR_THIS_TASK,Reserved lane requires separate Owner gate before any runtime action.,TO_DEFINE_BY_OWNER_INSTALL_GATE,TO_DEFINE_DETECT_COMMAND,validate:local-llm-lm-studio-reserved-candidate,"Manual stress candidate: run detect_command and validation_command 3x, then compare receipt names and verdict stability.",local-llm-lm-studio-reserved-candidate_validation_receipt.json,defer,pending,False,source_type=adapter; install_gate=GATE-ARSENAL-EXTERNAL-INSTALL-ADMISSION; reserved=true.
LOCAL_LLM_LOCAL_MODEL_RUNNER_RESERVED,LOCAL_LLM,CANDIDATE,local model runner reserved: Mass intake candidate for local model runner reserved in LOCAL_LLM.,Mass intake seed for LOCAL_LLM.,Исполнение запрещено до решения Owner и отдельного policy/gatepack. Только описание/планирование; execution запрещен.,Повышает повторяемость задач. Разрешенные use-case: Capability cataloging and validation planning; Scoped candidate execution after explicit admission gate. Статус сейчас: CANDIDATE.,RESERVED/CANDIDATE_ONLY in this task; no deep integration permitted. Forbidden: Claiming CANON without validation receipt evidence; Using capability outside bounded task scope Требует owner gate на установку.,True,DEFERRED_POLICY_LANE; no activation in this task.,FORBIDDEN_IN_THIS_TASK; VM3/Ubuntu untouched by contract.,NOT_EVALUATED_FOR_THIS_TASK,Reserved lane requires separate Owner gate before any runtime action.,TO_DEFINE_BY_OWNER_INSTALL_GATE,TO_DEFINE_DETECT_COMMAND,validate:local-llm-local-model-runner-reserved,"Manual stress candidate: run detect_command and validation_command 3x, then compare receipt names and verdict stability.",local-llm-local-model-runner-reserved_validation_receipt.json,defer,pending,False,source_type=adapter; install_gate=GATE-ARSENAL-EXTERNAL-INSTALL-ADMISSION; reserved=true.
LOCAL_LLM_MODEL_CAPABILITY_CARD_PATTERN,LOCAL_LLM,CANDIDATE,model capability card pattern: Mass intake candidate for model capability card pattern in LOCAL_LLM.,Mass intake seed for LOCAL_LLM.,Исполнение запрещено до решения Owner и отдельного policy/gatepack. Только описание/планирование; execution запрещен.,Повышает повторяемость задач. Разрешенные use-case: Capability cataloging and validation planning; Scoped candidate execution after explicit admission gate. Статус сейчас: CANDIDATE.,RESERVED/CANDIDATE_ONLY in this task; no deep integration permitted. Forbidden: Claiming CANON without validation receipt evidence; Using capability outside bounded task scope,False,DEFERRED_POLICY_LANE; no activation in this task.,FORBIDDEN_IN_THIS_TASK; VM3/Ubuntu untouched by contract.,NOT_EVALUATED_FOR_THIS_TASK,Reserved lane requires separate Owner gate before any runtime action.,,TO_DEFINE_DETECT_COMMAND,validate:local-llm-model-capability-card-pattern,"Manual stress candidate: run detect_command and validation_command 3x, then compare receipt names and verdict stability.",local-llm-model-capability-card-pattern_validation_receipt.json,defer,pending,False,source_type=adapter; install_gate=GATE-U09-NO-FAKE-GREEN; reserved=true.
